node_id,object_type,type,telecom-unit_type,frontier,owner,stage,vpn,name,address,description,cam-static,cam-dynamic,cam-bio,cam-all,latitude,longitude,node_distance,cost
?,ivn,camera-static,,43_85,rm,1,,ИВН-РМС-43-С2,"г. Саранск, ул. Полежаева, 57",Стационарная камера,,,,,54.19007366734550,45.18328852887680,0,15000
?,ivn,camera-static,,43_85,rm,1,,ИВН-РМС-43-С3,"г. Саранск, ул. Полежаева, 57",Стационарная камера,,,,,54.19005793729580,45.18352456326940,0,15000
?,ivn,camera-dynamic,,43_85,rm,1,,ИВН-РМС-43-П1,"г. Саранск, ул. Полежаева, 57",Поворотная камера,,,,,54.18963008563400,45.18353260989700,0,15000
?,ivn,camera-static,,43_85,rm,1,,ИВН-РМС-43-С4,"г. Саранск, ул. Полежаева, 57",Стационарная камера,,,,,54.18956873878140,45.18373913999110,0,15000
?,ivn,camera-static,,43_85,rm,1,,ИВН-РМС-43-С5,"г. Саранск, ул. Полежаева, 57",Стационарная камера,,,,,54.1896127828925,45.18426753516780,0,15000
?,ivn,camera-static,,43_85,rm,1,,ИВН-РМС-43-С6,"г. Саранск, ул. Полежаева, 57",Стационарная камера,,,,,54.18958761498010,45.18495149846660,0,15000
?,ivn,camera-static,,44,rm,2,,ИВН-РМС-44-С3,"г. Саранск, ул. Полежаева, 44",Стационарная камера,,,,,54.18944761773810,45.18024690385430,0,15000
?,ivn,camera-static,,44,rm,2,,ИВН-РМС-44-С2,"г. Саранск, ул. Полежаева, 44",Стационарная камера,,,,,54.18950267271390,45.18019594188310,0,15000
?,ivn,camera-dynamic,,44,rm,2,,ИВН-РМС-44-П1,"г. Саранск, ул. Полежаева, 44",Поворотная камера,,,,,54.18947121273680,45.17960317369080,0,15000
?,ivn,camera-static,,44,rm,2,,ИВН-РМС-44-С1,"г. Саранск, ул. Полежаева, 44",Стационарная камера,,,,,54.18951053770450,45.17970509763330,0,15000
?,ivn,camera-static,,84_28_45,rm,2,,ИВН-РМС-45-С1,"г. Саранск, ул. Льва Толстого, 8",Стационарная камера,,,,,54.18296162557070,45.18494076962950,0,15000
?,ivn,camera-static,,46_1БИО,rm,1,,ИВН-РМС-46-С1,"г. Саранск, ул. Полежаева, 184",Стационарная камера,,,,,54.19490713932310,45.14056093926950,0,15000
?,ivn,camera-static,,46_1БИО,rm,1,,ИВН-РМС-46-С2,"г. Саранск, ул. Полежаева, 184",Стационарная камера,,,,,54.19500937065380,45.1403597735934,0,15000
?,ivn,camera-static,,46_1БИО,rm,1,,ИВН-РМС-46-С3,"г. Саранск, ул. Полежаева, 184",Стационарная камера,,,,,54.19512418399930,45.14011032815500,0,15000
?,ivn,camera-static,,46_1БИО,rm,1,,ИВН-РМС-46-С4,"г. Саранск, ул. Полежаева, 184",Стационарная камера,,,,,54.19525472481100,45.13985551829860,0,15000
?,ivn,camera-dynamic,,46_1БИО,rm,1,,ИВН-РМС-46-П2,"г. Саранск, ул. Полежаева, 184",Поворотная камера,,,,,54.19530033535840,45.14008350606490,0,15000
?,ivn,camera-static,,46_1БИО,rm,1,,ИВН-РМС-46-С5,"г. Саранск, ул. Полежаева, 184",Стационарная камера,,,,,54.19539942016650,45.14001645083950,0,15000
?,ivn,camera-static,,46_1БИО,rm,1,,ИВН-РМС-46-С6,"г. Саранск, ул. Полежаева, 184",Стационарная камера,,,,,54.19555512437880,45.14027930732300,0,15000
?,ivn,camera-static,,46_1БИО,rm,1,,ИВН-РМС-46-С7,"г. Саранск, ул. Полежаева, 184",Стационарная камера,,,,,54.19541829342820,45.1406843208842,0,15000
?,ivn,camera-dynamic,,46_1БИО,rm,1,,ИВН-РМС-46-П3,"г. Саранск, ул. Полежаева, 184",Поворотная камера,,,,,54.195528387329,45.1409364485316,0,15000
?,ivn,camera-static,,46_1БИО,rm,1,,ИВН-РМС-46-С8,"г. Саранск, ул. Полежаева, 184",Стационарная камера,,,,,54.19526573425010,45.14082916017100,0,15000
?,ivn,camera-static,,46_1БИО,rm,1,,ИВН-РМС-46-С9,"г. Саранск, ул. Полежаева, 184",Стационарная камера,,,,,54.1951902408393,45.14090962644140,0,15000
?,ivn,camera-dynamic,,46_1БИО,rm,1,,ИВН-РМС-46-П1,"г. Саранск, ул. Полежаева, 184",Поворотная камера,,,,,54.19504711753440,45.14071382518340,0,15000
?,ivn,camera-static,,47,rm,1,,ИВН-РМС-47-С1,"г. Саранск, ул. Полежаева, 113",Стационарная камера,,,,,54.1901979315704,45.17596878047490,0,15000
?,ivn,camera-static,,47,rm,1,,ИВН-РМС-47-С2,"г. Саранск, ул. Полежаева, 113",Стационарная камера,,,,,54.19013186670680,45.17567373748320,0,15000
?,ivn,camera-static,,47,rm,1,,ИВН-РМС-47-С3,"г. Саранск, ул. Полежаева, 113",Стационарная камера,,,,,54.19016018018040,45.17496026988510,0,15000
?,ivn,camera-static,,47,rm,1,,ИВН-РМС-47-С4,"г. Саранск, ул. Полежаева, 113",Стационарная камера,,,,,54.19015703426220,45.17477251525410,0,15000
?,ivn,camera-static,,47,rm,1,,ИВН-РМС-47-С5,"г. Саранск, ул. Полежаева, 113",Стационарная камера,,,,,54.19017119104320,45.17469204898380,0,15000
?,ivn,camera-dynamic,,47,rm,1,,ИВН-РМС-47-П1,"г. Саранск, ул. Полежаева, 113",Поворотная камера,,,,,54.19025613144120,45.17472155328280,0,15000
?,ivn,camera-static,,47,rm,1,,ИВН-РМС-47-С6,"г. Саранск, ул. Полежаева, 113",Стационарная камера,,,,,54.19084913669280,45.17506755824590,0,15000
?,ivn,camera-static,,48,rm,2,,ИВН-РМС-48-С1,"г. Саранск, ул. Полежаева, 171",Стационарная камера,,,,,54.19031590424500,45.1641241454649,0,15000
?,ivn,camera-static,,48,rm,2,,ИВН-РМС-48-С2,"г. Саранск, ул. Полежаева, 171",Стационарная камера,,,,,54.19031590424100,45.16355015273570,0,15000
?,ivn,camera-static,,49,rm,1,,ИВН-РМС-49-С1,"г. Саранск, ул. Полежаева, 159",Стационарная камера,,,,,54.19026871518270,45.16570128436570,0,15000
?,ivn,camera-dynamic,,49,rm,1,,ИВН-РМС-49-П1,"г. Саранск, ул. Полежаева, 159",Поворотная камера,,,,,54.1902561314128,45.16621895070550,0,15000
?,ivn,camera-static,,49,rm,1,,ИВН-РМС-49-С2,"г. Саранск, ул. Полежаева, 159",Стационарная камера,,,,,54.19025927736370,45.16632355685710,0,15000
?,ivn,camera-dynamic,,50,rm,2,,ИВН-РМС-50-П1,"г. Саранск, ул. Веселовского, 43/1",Поворотная камера,,,,,54.22520367178450,45.12631572719030,0,15000
?,ivn,camera-static,,50,rm,2,,ИВН-РМС-50-С1,"г. Саранск, ул. Веселовского, 43/1",Стационарная камера,,,,,54.22528696861770,45.12667782540770,0,15000
?,ivn,camera-static,,50,rm,2,,ИВН-РМС-50-С3,"г. Саранск, ул. Веселовского, 43/1",Стационарная камера,,,,,54.22542527182960,45.12656249042010,0,15000
?,ivn,camera-static,,50,rm,2,,ИВН-РМС-50-С2,"г. Саранск, ул. Веселовского, 43/1",Стационарная камера,,,,,54.22538755280570,45.12664027448150,0,15000
?,ivn,camera-static,,51_62,rm,1,,ИВН-РМС-51-С1,"г. Саранск, ул. Пролетарская, 83",Стационарная камера,,,,,54.19229464896880,45.17803944583370,0,15000
?,ivn,camera-dynamic,,51_62,rm,1,,ИВН-РМС-51-П1,"г. Саранск, ул. Пролетарская, 83",Поворотная камера,,,,,54.19236071038410,45.17803944583370,0,15000
?,ivn,camera-static,,51_62,rm,1,,ИВН-РМС-51-С2,"г. Саранск, ул. Пролетарская, 83",Стационарная камера,,,,,54.19237486636660,45.17815209861210,0,15000
?,ivn,camera-static,,51_62,rm,1,,ИВН-РМС-51-С3,"г. Саранск, ул. Пролетарская, 83",Стационарная камера,,,,,54.19236700178210,45.1783720397513,0,15000
?,ivn,camera-static,,52_28,rm,2,,ИВН-РМС-52-С1,"г. Саранск, ул. Льва Толстого, 2",Стационарная камера,,,,,54.18155669049080,45.18480665917810,0,15000
?,ivn,camera-static,,52_28,rm,2,,ИВН-РМС-52-С2,"г. Саранск, ул. Льва Толстого, 2",Стационарная камера,,,,,54.18148903844970,45.18480397696920,0,15000
?,ivn,camera-static,,53,rm,1,,ИВН-РМС-53-С1,"г. Саранск, ул. Пролетарская, 118",Стационарная камера,,,,,54.19346621726960,45.17733670707150,0,15000
?,ivn,camera-static,,53,rm,1,,ИВН-РМС-53-С2,"г. Саранск, ул. Пролетарская, 118",Стационарная камера,,,,,54.19341903183630,45.17740108008780,0,15000
?,ivn,camera-static,,53,rm,1,,ИВН-РМС-53-С3,"г. Саранск, ул. Пролетарская, 118",Стационарная камера,,,,,54.19324129952640,45.1774654531041,0,15000
?,ivn,camera-dynamic,,53,rm,1,,ИВН-РМС-53-П1,"г. Саранск, ул. Пролетарская, 118",Поворотная камера,,,,,54.19318153101240,45.17745472426810,0,15000
?,ivn,camera-static,,54,rm,1,,ИВН-РМС-54-С1,"г. Саранск, ул. Пролетарская, 63",Стационарная камера,,,,,54.18771234154030,45.1775781058826,0,15000
?,ivn,camera-static,,54,rm,1,,ИВН-РМС-54-С2,"г. Саранск, ул. Пролетарская, 63",Стационарная камера,,,,,54.18778627562460,45.17758347030080,0,15000
?,ivn,camera-static,,54,rm,1,,ИВН-РМС-54-С3,"г. Саранск, ул. Пролетарская, 63",Стационарная камера,,,,,54.18828493382530,45.17763979669000,0,15000
?,ivn,camera-dynamic,,54,rm,1,,ИВН-РМС-54-П1,"г. Саранск, ул. Пролетарская, 63",Поворотная камера,,,,,54.1883494286078,45.1776612543622,0,15000
?,ivn,camera-dynamic,,56,rm,1,,ИВН-РМС-56-П1,"г. Саранск, ул. Пролетарская, 39",Поворотная камера,,,,,54.18613295222810,45.17792142863650,0,15000
?,ivn,camera-static,,56,rm,1,,ИВН-РМС-56-С1,"г. Саранск, ул. Пролетарская, 39",Стационарная камера,,,,,54.18608418525610,45.17784900899310,0,15000
?,ivn,camera-static,,56,rm,1,,ИВН-РМС-56-С2,"г. Саранск, ул. Пролетарская, 39",Стационарная камера,,,,,54.18577899710390,45.17783023353,0,15000
?,ivn,camera-static,,56,rm,1,,ИВН-РМС-56-С3,"г. Саранск, ул. Пролетарская, 39",Стационарная камера,,,,,54.18561067071180,45.17780341143990,0,15000
?,ivn,camera-static,,56,rm,1,,ИВН-РМС-56-С4,"г. Саранск, ул. Пролетарская, 39",Стационарная камера,,,,,54.18525513794720,45.1777765893497,0,15000
?,ivn,camera-static,,56,rm,1,,ИВН-РМС-56-С5,"г. Саранск, ул. Пролетарская, 39",Стационарная камера,,,,,54.18526615007010,45.1786590361156,0,15000
?,ivn,camera-dynamic,,57,rm,1,,ИВН-РМС-57-П1,"г. Саранск, ул. Пролетарская, 92а",Поворотная камера,,,,,54.18856021565710,45.17689682479260,0,15000
?,ivn,camera-static,,57,rm,1,,ИВН-РМС-57-С1,"г. Саранск, ул. Пролетарская, 92а",Стационарная камера,,,,,54.1886168448523,45.17693437571880,0,15000
?,ivn,camera-static,,57,rm,1,,ИВН-РМС-57-С2,"г. Саранск, ул. Пролетарская, 92а",Стационарная камера,,,,,54.18879145104710,45.17694510455490,0,15000
?,ivn,camera-static,,57,rm,1,,ИВН-РМС-57-С3,"г. Саранск, ул. Пролетарская, 92а",Стационарная камера,,,,,54.18894246119250,45.17697460885400,0,15000
?,ivn,camera-dynamic,,57,rm,1,,ИВН-РМС-57-П2,"г. Саранск, ул. Пролетарская, 92а",Поворотная камера,,,,,54.18900538194340,45.17694510455490,0,15000
?,ivn,camera-static,,59,rm,1,,ИВН-РМС-59-С2,"г. Саранск, ул. Пролетарская, 44а",Стационарная камера,,,,,54.1855241474697,45.17651595111240,0,15000
?,ivn,camera-dynamic,,59,rm,1,,ИВН-РМС-59-П1,"г. Саранск, ул. Пролетарская, 44а",Поворотная камера,,,,,54.18570191307400,45.17652936215750,0,15000
?,ivn,camera-static,,59,rm,1,,ИВН-РМС-59-С1,"г. Саранск, ул. Пролетарская, 44а",Стационарная камера,,,,,54.18591271376480,45.17656959529270,0,15000
?,ivn,camera-static,,60,rm,1,,ИВН-РМС-60-С1,"г. Саранск, ул. Пролетарская, 85",Стационарная камера,,,,,54.19332937913790,45.17844177718480,0,15000
?,ivn,camera-static,,60,rm,1,,ИВН-РМС-60-С2,"г. Саранск, ул. Пролетарская, 85",Стационарная камера,,,,,54.19349452820290,45.1784417771846,0,15000
?,ivn,camera-dynamic,,60,rm,1,,ИВН-РМС-60-П1,"г. Саранск, ул. Пролетарская, 85",Поворотная камера,,,,,54.19355272346320,45.17844445939370,0,15000
?,ivn,camera-static,,60,rm,1,,ИВН-РМС-60-С3,"г. Саранск, ул. Пролетарская, 85",Стационарная камера,,,,,54.19354800496490,45.17855442996340,0,15000
?,ivn,camera-static,,60,rm,1,,ИВН-РМС-60-С4,"г. Саранск, ул. Пролетарская, 85",Стационарная камера,,,,,54.19355744202560,45.17877973552060,0,15000
?,ivn,camera-static,,61,rm,1,,ИВН-РМС-61-С1,"г. Саранск, ул. Федосеенко, 6",Стационарная камера,,,,,54.19321927931610,45.1847932481319,0,15000
?,ivn,camera-static,,51_62,rm,1,,ИВН-РМС-62-С1,"г. Саранск, ул. Пролетарская, 83",Стационарная камера,,,,,54.19244542674910,45.17722405429180,0,15000
?,ivn,camera-dynamic,,51_62,rm,1,,ИВН-РМС-62-П1,"г. Саранск, ул. Пролетарская, 83",Поворотная камера,,,,,54.19243913516100,45.17732329602510,0,15000
?,ivn,camera-static,,51_62,rm,1,,ИВН-РМС-62-С2,"г. Саранск, ул. Пролетарская, 83",Стационарная камера,,,,,54.19239194860240,45.177266969636,0,15000
?,ivn,camera-static,,63,rm,2,,ИВН-РМС-63-С1,"г. Саранск, ул. Пролетарская, 79",Стационарная камера,,,,,54.18982334263500,45.17783291573810,0,15000
?,ivn,camera-dynamic,,63,rm,2,,ИВН-РМС-63-П1,"г. Саранск, ул. Пролетарская, 79",Поворотная камера,,,,,54.18985637528740,45.17774976725850,0,15000
?,ivn,camera-static,,63,rm,2,,ИВН-РМС-63-С2,"г. Саранск, ул. Пролетарская, 79",Стационарная камера,,,,,54.18991772168670,45.17777390713970,0,15000
?,ivn,camera-static,,63,rm,2,,ИВН-РМС-63-С3,"г. Саранск, ул. Пролетарская, 79",Стационарная камера,,,,,54.1904446674137,45.17784364457410,0,15000
?,ivn,camera-static,,63,rm,2,,ИВН-РМС-63-С4,"г. Саранск, ул. Пролетарская, 79",Стационарная камера,,,,,54.19047769960360,45.17792142863560,0,15000
?,ivn,camera-static,,64,rm,1,,ИВН-РМС-64-С1,"г. Саранск, ул. Пролетарская, 87",Стационарная камера,,,,,54.19447911860950,45.17856515880210,0,15000
?,ivn,camera-static,,64,rm,1,,ИВН-РМС-64-С2,"г. Саранск, ул. Пролетарская, 87",Стационарная камера,,,,,54.19454045804820,45.17855711217490,0,15000
?,ivn,camera-dynamic,,64,rm,1,,ИВН-РМС-64-П1,"г. Саранск, ул. Пролетарская, 87",Поворотная камера,,,,,54.19459393345900,45.17861343856440,0,15000
?,ivn,camera-static,,64,rm,1,,ИВН-РМС-64-С3,"г. Саранск, ул. Пролетарская, 87",Стационарная камера,,,,,54.19458135102390,45.17872340913400,0,15000
?,ivn,camera-static,,65_66,rm,1,,ИВН-РМС-65-С1,"г. Саранск, ул. Ст. Разина, 17",Стационарная камера,,,,,54.1866678125547,45.16646839614480,0,15000
?,ivn,camera-static,,65_66,rm,1,,ИВН-РМС-66-С1,"г. Саранск, ул. Ст. Разина, 17",Стационарная камера,,,,,54.18686287722080,45.16651131148880,0,15000
?,ivn,camera-dynamic,,65_66,rm,1,,ИВН-РМС-66-П1,"г. Саранск, ул. Ст. Разина, 17",Поворотная камера,,,,,54.18685501180480,45.1667285704192,0,15000
?,ivn,camera-static,,65_66,rm,1,,ИВН-РМС-66-С2,"г. Саранск, ул. Ст. Разина, 17",Стационарная камера,,,,,54.18680781879380,45.16675002809130,0,15000
?,ivn,camera-static,,67_69,rm,1,,ИВН-РМС-69-С3,"г. Саранск, ул. Ст. Разина, 19",Стационарная камера,,,,,54.18720895756990,45.16614653106290,0,15000
?,ivn,camera-static,,67_69,rm,1,,ИВН-РМС-69-С2,"г. Саранск, ул. Ст. Разина, 19",Стационарная камера,,,,,54.1871822151003,45.16663469310370,0,15000
?,ivn,camera-dynamic,,67_69,rm,1,,ИВН-РМС-69-П1,"г. Саранск, ул. Ст. Разина, 19",Поворотная камера,,,,,54.18717434966480,45.16676075692740,0,15000
?,ivn,camera-static,,67_69,rm,1,,ИВН-РМС-67-С1,"г. Саранск, ул. Ст. Разина, 19",Стационарная камера,,,,,54.18725457703680,45.16678757901750,0,15000
?,ivn,camera-static,,67_69,rm,1,,ИВН-РМС-69-С1,"г. Саранск, ул. Ст. Разина, 19",Стационарная камера,,,,,54.18764470006340,45.16680367227160,0,15000
?,ivn,camera-static,,68,rm,2,,ИВН-РМС-68-С1,"г. Саранск, ул. Володарского, 37",Стационарная камера,,,,,54.18517333395630,45.1909811043315,0,15000
?,ivn,camera-static,,68,rm,2,,ИВН-РМС-68-С2,"г. Саранск, ул. Володарского, 37",Стационарная камера,,,,,54.18540930784190,45.19133515592150,0,15000
?,ivn,camera-static,,68,rm,2,,ИВН-РМС-68-С3,"г. Саранск, ул. Володарского, 37",Стационарная камера,,,,,54.18538728366580,45.19171602960160,0,15000
?,ivn,camera-static,,70,rm,1,,ИВН-РМС-70-С1,"г. Саранск, ул. Советская, 50-1",Стационарная камера,,,,,54.18072890637440,45.17940737243210,0,15000
?,ivn,camera-static,,70,rm,1,,ИВН-РМС-70-С2,"г. Саранск, ул. Советская, 50-1",Стационарная камера,,,,,54.18086893282910,45.17943419452220,0,15000
?,ivn,camera-static,,70,rm,1,,ИВН-РМС-70-С3,"г. Саранск, ул. Советская, 50-1",Стационарная камера,,,,,54.18113954440310,45.17946638103040,0,15000
?,ivn,camera-dynamic,,70,rm,1,,ИВН-РМС-70-П1,"г. Саранск, ул. Советская, 50-1",Поворотная камера,,,,,54.1811662907953,45.17955221171890,0,15000
?,ivn,camera-static,,70,rm,1,,ИВН-РМС-70-С4,"г. Саранск, ул. Советская, 50-1",Стационарная камера,,,,,54.18111594461930,45.1802039885095,0,15000
?,ivn,camera-static,,71_72,rm,1,,ИВН-РМС-71-С1,"г. Саранск, ул. Советская, 47а",Стационарная камера,,,,,54.18139284779080,45.18270380731140,0,15000
?,ivn,camera-static,,71_72,rm,1,,ИВН-РМС-72-С1,"г. Саранск, ул. Советская, 47а",Стационарная камера,,,,,54.18130946236510,45.18268234963920,0,15000
?,ivn,camera-static,,71_72,rm,1,,ИВН-РМС-72-С2,"г. Саранск, ул. Советская, 47а",Стационарная камера,,,,,54.18124967648700,45.18267430301220,0,15000
?,ivn,camera-static,,71_72,rm,1,,ИВН-РМС-72-С3,"г. Саранск, ул. Советская, 47а",Стационарная камера,,,,,54.1812103436251,45.18329925771260,0,15000
?,ivn,camera-dynamic,,71_72,rm,1,,ИВН-РМС-72-П1,"г. Саранск, ул. Советская, 47а",Поворотная камера,,,,,54.18111122464650,45.18327243562250,0,15000
?,ivn,camera-static,,71_72,rm,1,,ИВН-РМС-71-С2,"г. Саранск, ул. Советская, 47а",Стационарная камера,,,,,54.1810246920097,45.18431313272030,0,15000
?,ivn,camera-dynamic,,71_72,rm,1,,ИВН-РМС-72-П2,"г. Саранск, ул. Советская, 47а",Поворотная камера,,,,,54.18110965132750,45.18456526036770,0,15000
?,ivn,camera-static,,73,rm,3,,ИВН-РМС-73-С1,"г. Саранск, ул. Т.Бибиной, 34",Стационарная камера,,,,,54.19943159265840,45.25293476815720,0,15000
?,ivn,camera-static,,73,rm,3,,ИВН-РМС-73-С2,"г. Саранск, ул. Т.Бибиной, 34",Стационарная камера,,,,,54.19938441407070,45.25299377675550,0,15000
?,ivn,camera-static,,74,rm,1,,ИВН-РМС-74-С1,"г. Саранск, ул. Советская, 30",Стационарная камера,,,,,54.18074149292040,45.18564619060040,0,15000
?,ivn,camera-dynamic,,74,rm,1,,ИВН-РМС-74-П1,"г. Саранск, ул. Советская, 30",Поворотная камера,,,,,54.18067855954240,45.18569447036270,0,15000
?,ivn,camera-dynamic,,74,rm,1,,ИВН-РМС-74-П2,"г. Саранск, ул. Советская, 33",Поворотная камера,,,,,54.18112381109580,45.1876095675993,0,15000
?,ivn,camera-static,,74,rm,1,,ИВН-РМС-74-С4,"г. Саранск, ул. Советская, 33",Стационарная камера,,,,,54.18110178462640,45.18846787448410,0,15000
?,ivn,camera-dynamic,,74,rm,1,,ИВН-РМС-74-П3,"г. Саранск, ул. Советская, 26",Поворотная камера,,,,,54.18052122567850,45.18861807818900,0,15000
?,ivn,camera-static,,74,rm,1,,ИВН-РМС-74-С2,"г. Саранск, ул. Московская, 2",Стационарная камера,,,,,54.18061247938410,45.18669761653430,0,15000
?,ivn,camera-static,,74,rm,1,,ИВН-РМС-74-С3,"г. Саранск, ул. Московская, 2",Стационарная камера,,,,,54.18063293277010,45.18681831593990,0,15000
?,ivn,camera-static,,74,rm,1,,ИВН-РМС-74-С5,"г. Саранск, ул. Московская, 2",Стационарная камера,,,,,54.17999415285920,45.18661446805470,0,15000
?,ivn,camera-dynamic,,74,rm,1,,ИВН-РМС-74-П4,"г. Саранск, ул. Московская, 2",Поворотная камера,,,,,54.17977702836630,45.18660642142770,0,15000
?,ivn,camera-static,,74,rm,1,,ИВН-РМС-74-С6,"г. Саранск, ул. Московская, 5",Стационарная камера,,,,,54.17922949195290,45.1856944703626,0,15000
?,ivn,camera-dynamic,,74,rm,1,,ИВН-РМС-74-П5,"г. Саранск, ул. Советская, 30",Поворотная камера,,,,,54.17772687616250,45.18570519919850,0,15000
?,ivn,camera-static,,74,rm,1,,ИВН-РМС-74-С7,"г. Саранск, ул. Советская, 30",Стационарная камера,,,,,54.17779925472390,45.18577493663290,0,15000
?,ivn,camera-static,,75,rm,1,,ИВН-РМС-75-С1,"г. Саранск, ул. Советская, 27",Стационарная камера,,,,,54.18063922599820,45.19091673131420,0,15000
?,ivn,camera-static,,75,rm,1,,ИВН-РМС-75-С2,"г. Саранск, ул. Советская, 27",Стационарная камера,,,,,54.18064866601540,45.19130833383040,0,15000
?,ivn,camera-static,,75,rm,1,,ИВН-РМС-75-С3,"г. Саранск, ул. Советская, 27",Стационарная камера,,,,,54.18065181268460,45.19146926637130,0,15000
?,ivn,camera-dynamic,,75,rm,1,,ИВН-РМС-75-П1,"г. Саранск, ул. Советская, 27",Поворотная камера,,,,,54.18090039910890,45.19193060632190,0,15000
?,ivn,camera-static,,75_76_126,rm,1,,ИВН-РМС-75-С4,"г. Саранск, ул. Советская, 22",Стационарная камера,,,,,54.18042525158630,45.19246704812490,0,15000
?,ivn,camera-static,,75_76_126,rm,1,,ИВН-РМС-75-С5,"г. Саранск, ул. Советская, 22",Стационарная камера,,,,,54.18031511723630,45.19253142114110,0,15000
?,ivn,camera-static,,75_76_126,rm,1,,ИВН-РМС-76-C1,"г. Саранск, ул. Советская, 22",Стационарная камера,,,,,54.17977702824970,45.1927459978624,0,15000
?,ivn,camera-dynamic,,75_76_126,rm,1,,ИВН-РМС-76-П1,"г. Саранск, ул. Советская, 22",Поворотная камера,,,,,54.18024588984280,45.19347019429640,0,15000
?,ivn,camera-static,,75_76_126,rm,1,,ИВН-РМС-76-C2,"г. Саранск, ул. Советская, 22",Стационарная камера,,,,,54.18021442278900,45.19284255738690,0,15000
?,ivn,camera-static,,75_76_126,rm,1,,ИВН-РМС-76-C3,"г. Саранск, ул. Советская, 22",Стационарная камера,,,,,54.1802270095893,45.19303567643580,0,15000
?,ivn,camera-static,,77,rm,1,,ИВН-РМС-77-C2,"г. Саранск, ул. Московская, 31/1",Стационарная камера,,,,,54.17151758021650,45.18678076501170,0,15000
?,ivn,camera-static,,77,rm,1,,ИВН-РМС-77-C1,"г. Саранск, ул. Московская, 31/1",Стационарная камера,,,,,54.17165606432400,45.18679149384780,0,15000
?,ivn,camera-static,,78_81,rm,1,,ИВН-РМС-78-С1,"г. Саранск, ул. Большевистская, 60а",Стационарная камера,,,,,54.18644600298350,45.18181063170680,0,15000
?,ivn,camera-static,,78_81,rm,1,,ИВН-РМС-81-С2,"г. Саранск, ул. Большевистская, 60а",Стационарная камера,,,,,54.18600552839020,45.18196351762060,0,15000
?,ivn,camera-static,,78_81,rm,1,,ИВН-РМС-81-С1,"г. Саранск, ул. Большевистская, 60а",Стационарная камера,,,,,54.18612193998900,45.18205471272710,0,15000
?,ivn,camera-static,,80,rm,1,,ИВН-РМС-80-С1,"г. Саранск, ул. Б.Хмельницкого, 35а",Стационарная камера,,,,,54.18842336112680,45.18303640122640,0,15000
?,ivn,camera-static,,80,rm,1,,ИВН-РМС-80-С2,"г. Саранск, ул. Б.Хмельницкого, 35а",Стационарная камера,,,,,54.18833841690130,45.18300421471830,0,15000
?,ivn,camera-static,,84_28_45,rm,2,,ИВН-РМС-84-С1,"г. Саранск, ул. Льва Толстого, 8",Стационарная камера,,,,,54.18307175298050,45.18495418067190,0,15000
?,ivn,camera-static,,43_85,rm,1,,ИВН-РМС-85-C1,"г. Саранск, ул. Полежаева, 57",Стационарная камера,,,,,54.18959075998650,45.18343605036910,0,15000
?,ivn,camera-static,,43_85,rm,1,,ИВН-РМС-85-C2,"г. Саранск, ул. Полежаева, 57",Стационарная камера,,,,,54.1895309861896,45.18344677920540,0,15000
?,ivn,camera-static,,43_85,rm,1,,ИВН-РМС-85-C3,"г. Саранск, ул. Полежаева, 57",Стационарная камера,,,,,54.18957188410790,45.18354065652100,0,15000
?,ivn,camera-static,,43_85,rm,1,,ИВН-РМС-85-C4,"г. Саранск, ул. Полежаева, 57",Стационарная камера,,,,,54.18951682925290,45.18354333872990,0,15000
?,ivn,camera-static,,86,rm,2,,ИВН-РМС-86-C1,"г. Саранск, ул. А. Лусс, 6",Стационарная камера,,,,,54.22765456231350,45.13690240616980,0,15000
?,ivn,camera-static,,86,rm,2,,ИВН-РМС-86-C2,"г. Саранск, ул. А. Лусс, 6",Стационарная камера,,,,,54.22759012913910,45.1370928430099,0,15000
?,ivn,camera-static,,86,rm,2,,ИВН-РМС-86-C3,"г. Саранск, ул. А. Лусс, 6",Стационарная камера,,,,,54.22756341291690,45.13733155961220,0,15000
?,ivn,camera-static,,89,rm,2,,ИВН-РМС-89-С1,"г. Саранск, ул. Льва Толстого, 55",Стационарная камера,,,,,54.18931469927840,45.18583394522810,0,15000
?,ivn,camera-static,,89,rm,2,,ИВН-РМС-89-С2,"г. Саранск, ул. Льва Толстого, 55",Стационарная камера,,,,,54.1893241373382,45.18573738570360,0,15000
?,ivn,camera-dynamic,,89,rm,2,,ИВН-РМС-89-П1,"г. Саранск, ул. Льва Толстого, 55",Поворотная камера,,,,,54.18927222812570,45.1856756948963,0,15000
?,ivn,camera-static,,89,rm,2,,ИВН-РМС-89-С3,"г. Саранск, ул. Льва Толстого, 55",Стационарная камера,,,,,54.18902998433250,45.18569178815040,0,15000
?,ivn,camera-static,,89,rm,2,,ИВН-РМС-89-С4,"г. Саранск, ул. Льва Толстого, 55",Стационарная камера,,,,,54.18885223310370,45.18567837710530,0,15000
?,ivn,camera-static,,90,rm,2,,ИВН-РМС-90-С1,"г. Саранск, ул.Есенина, 14",Стационарная камера,,,,,54.22597140890970,45.1209378981128,0,15000
?,ivn,camera-static,,90,rm,2,,ИВН-РМС-90-С2,"г. Саранск, ул.Есенина, 14",Стационарная камера,,,,,54.22574981216150,45.12116052146110,0,15000
?,ivn,camera-static,,90,rm,2,,ИВН-РМС-90-С3,"г. Саранск, ул.Есенина, 14",Стационарная камера,,,,,54.22558793577040,45.12074209685470,0,15000
