node_id,object_type,type,telecom-unit_type,frontier,owner,stage,vpn,name,address,description,cam-static,cam-dynamic,cam-bio,cam-all,latitude,longitude,node_distance,cost
?,ivn,camera-static,,5,rm,1,,ИВН-РМС-5-C1,"г. Саранск, ул. Большевистская, 25",Стационарная камера,,,,,54.1829236487486,45.18233724489450,0,15000
?,ivn,camera-static,,6,rm,1,,ИВН-РМС-6-С1,"г. Саранск, ул. Васенко, 2",Стационарная камера,,,,,54.19409692469520,45.18828638448950,0,15000
?,ivn,camera-static,,6,rm,1,,ИВН-РМС-6-С2,"г. Саранск, ул. Васенко, 2",Стационарная камера,,,,,54.19418814820560,45.18816032066540,0,15000
?,ivn,camera-dynamic,,6,rm,1,,ИВН-РМС-6-П1,"г. Саранск, ул. Васенко, 2",Поворотная камера,,,,,54.19416612883270,45.18830247774360,0,15000
?,ivn,camera-static,,6,rm,1,,ИВН-РМС-6-С3,"г. Саранск, ул. Васенко, 2",Стационарная камера,,,,,54.19425892510710,45.1880396212601,0,15000
?,ivn,camera-dynamic,,6,rm,1,,ИВН-РМС-6-П2,"г. Саранск, ул. Васенко, 1",Поворотная камера,,,,,54.19464898173460,45.18810667648550,0,15000
?,ivn,camera-dynamic,,3_7_79,rm,1,,ИВН-РМС-7-П1,"г. Саранск, ул. Б.Хмельницкого, 36",Поворотная камера,,,,,54.18635790952850,45.18051602497310,0,15000
?,ivn,camera-static,,3_7_79,rm,1,,ИВН-РМС-7-С1,"г. Саранск, ул. Б.Хмельницкого, 36",Стационарная камера,,,,,54.18585922794890,45.18048383846500,0,15000
?,ivn,camera-static,,3_7_79,rm,1,,ИВН-РМС-7-С2,"г. Саранск, ул. Б.Хмельницкого, 36",Стационарная камера,,,,,54.18581989949180,45.17984815492840,0,15000
?,ivn,camera-static,,8,rm,1,,ИВН-РМС-8-С1,"г. Саранск, ул. Ботевградская, 21",Стационарная камера,,,,,54.18257753219740,45.17156012907230,0,15000
?,ivn,camera-static,,8,rm,1,,ИВН-РМС-8-С2,"г. Саранск, ул. Ботевградская, 21",Стационарная камера,,,,,54.18254292039750,45.17147429838380,0,15000
?,ivn,camera-static,,8,rm,1,,ИВН-РМС-8-С3,"г. Саранск, ул. Ботевградская, 21",Стационарная камера,,,,,54.18248628284410,45.17148234501080,0,15000
?,ivn,camera-dynamic,,8,rm,1,,ИВН-РМС-8-П1,"г. Саранск, ул. Ботевградская, 21",Поворотная камера,,,,,54.18252089469160,45.17159499778950,0,15000
?,ivn,camera-dynamic,,9_3БИО_3БИО-2,rm,3,да,ИВН-РМС-9-П2,"г. Саранск, Аэропорт Терминал 1",Поворотная камера,,,,,54.14758116269350,45.22200711622410,0,30000
?,ivn,camera-static,,9_3БИО_3БИО-2,rm,3,да,ИВН-РМС-9-С8,"г. Саранск, Аэропорт Терминал 1",Стационарная камера,,,,,54.14724104737190,45.22194274320670,0,30000
?,ivn,camera-static,,9_3БИО_3БИО-2,rm,3,да,ИВН-РМС-9-С5,"г. Саранск, Аэропорт Терминал 1",Стационарная камера,,,,,54.14746149289290,45.22216268434690,0,30000
?,ivn,camera-dynamic,,10,rm,2,,ИВН-РМС-10-П1,"г. Саранск, ул. Веселовского, 59а",Поворотная камера,,,,,54.22139206612810,45.12337156191010,0,15000
?,ivn,camera-static,,10,rm,2,,ИВН-РМС-10-С1,"г. Саранск, ул. Веселовского, 59а",Стационарная камера,,,,,54.22139678146070,45.12346812143470,0,15000
?,ivn,camera-static,,10,rm,2,,ИВН-РМС-10-С2,"г. Саранск, ул. Веселовского, 59а",Стационарная камера,,,,,54.22133548204100,45.12339838400030,0,15000
?,ivn,camera-static,,10,rm,2,,ИВН-РМС-10-С3,"г. Саранск, ул. Веселовского, 59а",Стационарная камера,,,,,54.22135591519100,45.12328841343070,0,15000
?,ivn,camera-static,,11,rm,2,,ИВН-РМС-11-С1,"г. Саранск, ул. Ботевградская, 65",Стационарная камера,,,,,54.18703749117630,45.17217365120250,0,15000
?,ivn,camera-static,,11,rm,2,,ИВН-РМС-11-С2,"г. Саранск, ул. Ботевградская, 65",Стационарная камера,,,,,54.18698872527610,45.17213878248530,0,15000
?,ivn,camera-static,,11,rm,2,,ИВН-РМС-11-С3,"г. Саранск, ул. Ботевградская, 65",Стационарная камера,,,,,54.18698872527610,45.17225411747290,0,15000
?,ivn,camera-static,,11,rm,2,,ИВН-РМС-11-С4,"г. Саранск, ул. Ботевградская, 65",Стационарная камера,,,,,54.18670399421290,45.17221120212870,0,15000
?,ivn,camera-static,,11,rm,2,,ИВН-РМС-11-С5,"г. Саранск, ул. Ботевградская, 65",Стационарная камера,,,,,54.18700917549760,45.17125901792840,0,15000
?,ivn,camera-dynamic,,11,rm,2,,ИВН-РМС-11-П1,"г. Саранск, ул. Ботевградская, 65",Поворотная камера,,,,,54.18678264939970,45.1716559848626,0,15000
?,ivn,camera-static,,11,rm,2,,ИВН-РМС-11-С6,"г. Саранск, ул. Ботевградская, 65",Стационарная камера,,,,,54.18683613484080,45.17172304008800,0,15000
?,ivn,camera-dynamic,,12,rm,1,,ИВН-РМС-12-П1,"г. Саранск, ул. Б.Хмельницкого, 35а",Поворотная камера,,,,,54.18829122674890,45.18492219065010,0,15000
?,ivn,camera-static,,12,rm,1,,ИВН-РМС-12-С1,"г. Саранск, ул. Б.Хмельницкого, 35а",Стационарная камера,,,,,54.1881118992736,45.18482026670760,0,15000
?,ivn,camera-static,,12,rm,1,,ИВН-РМС-12-С2,"г. Саранск, ул. Б.Хмельницкого, 35а",Стационарная камера,,,,,54.18844853090080,45.18489536856000,0,15000
?,ivn,camera-static,,12,rm,1,,ИВН-РМС-12-С3,"г. Саранск, ул. Б.Хмельницкого, 35а",Стационарная камера,,,,,54.18870965446810,45.18468615625680,0,15000
?,ivn,camera-dynamic,,13,rm,1,,ИВН-РМС-13-П1,"г. Саранск, ул. Б.Хмельницкого, 28",Поворотная камера,,,,,54.18784762565330,45.18441525314590,0,15000
?,ivn,camera-static,,13,rm,1,,ИВН-РМС-13-С1,"г. Саранск, ул. Б.Хмельницкого, 28",Стационарная камера,,,,,54.18780987215150,45.18417653654360,0,15000
?,ivn,camera-static,,13,rm,1,,ИВН-РМС-13-С2,"г. Саранск, ул. Б.Хмельницкого, 28",Стационарная камера,,,,,54.18780515280910,45.18388417576050,0,15000
?,ivn,camera-static,,13,rm,1,,ИВН-РМС-13-С3,"г. Саранск, ул. Б.Хмельницкого, 28",Стационарная камера,,,,,54.18797818947590,45.18329945419550,0,15000
?,ivn,camera-dynamic,,13,rm,1,,ИВН-РМС-13-П2,"г. Саранск, ул. Б.Хмельницкого, 28",Поворотная камера,,,,,54.18804583084320,45.18318411920770,0,15000
?,ivn,camera-static,,14,rm,1,,ИВН-РМС-14-С2,"г. Саранск, ул. Б.Хмельницкого, 26",Стационарная камера,,,,,54.18607789348470,45.18516627167030,0,15000
?,ivn,camera-static,,14,rm,1,,ИВН-РМС-14-С1,"г. Саранск, ул. Б.Хмельницкого, 26",Стационарная камера,,,,,54.18602283392290,45.18514749620720,0,15000
?,ivn,camera-dynamic,,14,rm,1,,ИВН-РМС-14-П1,"г. Саранск, ул. Б.Хмельницкого, 26",Поворотная камера,,,,,54.18610463666790,45.18472638939190,0,15000
?,ivn,camera-static,,14,rm,1,,ИВН-РМС-14-С4,"г. Саранск, ул. Б.Хмельницкого, 26",Стационарная камера,,,,,54.18601024886670,45.18402096842100,0,15000
?,ivn,camera-static,,14,rm,1,,ИВН-РМС-14-С3,"г. Саранск, ул. Б.Хмельницкого, 26",Стационарная камера,,,,,54.18603856522860,45.18411752794550,0,15000
?,ivn,camera-static,,14,rm,1,,ИВН-РМС-14-С5,"г. Саранск, ул. Б.Хмельницкого, 26",Стационарная камера,,,,,54.18607632034750,45.18400487516690,0,15000
?,ivn,camera-static,,15_16_87,rm,2,,ИВН-РМС-15-С1,"г. Саранск, ул. Б.Хмельницкого, 24",Стационарная камера,,,,,54.18664106985450,45.18642154548920,0,15000
?,ivn,camera-static,,15_16_87,rm,2,,ИВН-РМС-16-С2,"г. Саранск, ул. Б.Хмельницкого, 24",Стационарная камера,,,,,54.18665994713790,45.1860406718091,0,15000
?,ivn,camera-static,,15_16_87,rm,2,,ИВН-РМС-16-С1,"г. Саранск, ул. Б.Хмельницкого, 24",Стационарная камера,,,,,54.1866615202408,45.18592533682150,0,15000
?,ivn,camera-dynamic,,15_16_87,rm,2,,ИВН-РМС-87-П1,"г. Саранск, ул. Б.Хмельницкого, 24",Поворотная камера,,,,,54.18667253198330,45.18557664964950,0,15000
?,ivn,camera-static,,17,rm,1,,ИВН-РМС-17-С1,"г. Саранск, ул. Б.Хмельницкого, 39",Стационарная камера,,,,,54.18708625686950,45.17853316877630,0,15000
?,ivn,camera-static,,17,rm,1,,ИВН-РМС-17-С2,"г. Саранск, ул. Б.Хмельницкого, 39",Стационарная камера,,,,,54.18705007576920,45.17972943399690,0,15000
?,ivn,camera-dynamic,,17,rm,1,,ИВН-РМС-17-П1,"г. Саранск, ул. Б.Хмельницкого, 39",Поворотная камера,,,,,54.18706895286890,45.17915275905870,0,15000
?,ivn,camera-static,,18,rm,2,,ИВН-РМС-18-С1,"г. Саранск, ул. Б.Хмельницкого, 42а",Стационарная камера,,,,,54.1866693857259,45.17556396339670,0,15000
?,ivn,camera-dynamic,,18,rm,2,,ИВН-РМС-18-П1,"г. Саранск, ул. Б.Хмельницкого, 42а",Поворотная камера,,,,,54.18675118718580,45.17550763700740,0,15000
?,ivn,camera-static,,18,rm,2,,ИВН-РМС-18-С2,"г. Саранск, ул. Б.Хмельницкого, 42а",Стационарная камера,,,,,54.18669770163020,45.1748746356799,0,15000
?,ivn,camera-static,,19_123,rm,1,,ИВН-РМС-19-С1,"г. Саранск, ул. Пролетерская, 21",Стационарная камера,,,,,54.18102941225030,45.17702844951880,0,15000
?,ivn,camera-static,,19_123,rm,1,,ИВН-РМС-19-С2,"г. Саранск, ул. Пролетерская, 21",Стационарная камера,,,,,54.18109077176810,45.17703381393680,0,15000
?,ivn,camera-dynamic,,19_123,rm,1,,ИВН-РМС-19-П1,"г. Саранск, ул. Пролетерская, 21",Поворотная камера,,,,,54.18125439670180,45.17706868265400,0,15000
?,ivn,camera-static,,19_123,rm,1,,ИВН-РМС-19-С3,"г. Саранск, ул. Пролетерская, 21",Стационарная камера,,,,,54.18124967675690,45.17732349251040,0,15000
?,ivn,camera-dynamic,,20,rm,1,,ИВН-РМС-20-П1,"г. Саранск, ул. Дальняя, 3а",Поворотная камера,,,,,54.1884847104895,45.15414384220310,0,15000
?,ivn,camera-static,,20,rm,1,,ИВН-РМС-20-С1,"г. Саранск, ул. Дальняя, 3а",Стационарная камера,,,,,54.18854448595120,45.15416529987570,0,15000
?,ivn,camera-static,,20,rm,1,,ИВН-РМС-20-С2,"г. Саранск, ул. Дальняя, 3а",Стационарная камера,,,,,54.18873324970450,45.15428868149030,0,15000
?,ivn,camera-static,,21_24,rm,1,,ИВН-РМС-24-С1,"г. Саранск, ул. Коммунистическая, 34",Стационарная камера,,,,,54.18416020414190,45.18429991815780,0,15000
?,ivn,camera-dynamic,,21_24,rm,1,,ИВН-РМС-24-П1,"г. Саранск, ул. Коммунистическая, 34",Поворотная камера,,,,,54.18414447211010,45.18454131696910,0,15000
?,ivn,camera-static,,21_24,rm,1,,ИВН-РМС-21-С1,"г. Саранск, ул. Коммунистическая, 34",Стационарная камера,,,,,54.18413975239990,45.18481222007930,0,15000
?,ivn,camera-static,,21_24,rm,1,,ИВН-РМС-21-С2,"г. Саранск, ул. Коммунистическая, 34",Стационарная камера,,,,,54.18413660605370,45.18490609739500,0,15000
?,ivn,camera-static,,21_24,rm,1,,ИВН-РМС-21-С3,"г. Саранск, ул. Коммунистическая, 34",Стационарная камера,,,,,54.1840689582932,45.18494633053040,0,15000
?,ivn,camera-static,,21_24,rm,1,,ИВН-РМС-21-С4,"г. Саранск, ул. Коммунистическая, 34",Стационарная камера,,,,,54.18401546925580,45.18492755506730,0,15000
?,ivn,camera-dynamic,,21_24,rm,1,,ИВН-РМС-21-П1,"г. Саранск, ул. Коммунистическая, 34",Поворотная камера,,,,,54.1841145812408,45.18497315262050,0,15000
?,ivn,camera-static,,22,rm,1,,ИВН-РМС-22-С1,"г. Саранск, ул. Коммунистическая, 59а",Стационарная камера,,,,,54.18457238110180,45.18200126503200,0,15000
?,ivn,camera-static,,22,rm,1,,ИВН-РМС-22-С2,"г. Саранск, ул. Коммунистическая, 59а",Стационарная камера,,,,,54.18456451516350,45.18209782455660,0,15000
?,ivn,camera-static,,22,rm,1,,ИВН-РМС-22-С3,"г. Саранск, ул. Коммунистическая, 59а",Стационарная камера,,,,,54.18462744259610,45.18214342210980,0,15000
?,ivn,camera-static,,22,rm,1,,ИВН-РМС-22-С4,"г. Саранск, ул. Коммунистическая, 59а",Стационарная камера,,,,,54.18465104035450,45.18202272270420,0,15000
?,ivn,camera-static,,23,rm,1,,ИВН-РМС-23-С1,"г. Саранск, ул. Московская, 14",Стационарная камера,,,,,54.17756323707790,45.18681851242270,0,15000
?,ivn,camera-static,,23,rm,1,,ИВН-РМС-23-С2,"г. Саранск, ул. Московская, 14",Стационарная камера,,,,,54.1775947059898,45.18674609277890,0,15000
?,ivn,camera-static,,23,rm,1,,ИВН-РМС-23-С3,"г. Саранск, ул. Московская, 14",Стационарная камера,,,,,54.17762302828210,45.18666294429980,0,15000
?,ivn,camera-static,,23,rm,1,,ИВН-РМС-23-С4,"г. Саранск, ул. Московская, 14",Стационарная камера,,,,,54.17763718933880,45.18640813444340,0,15000
?,ivn,camera-dynamic,,23,rm,1,,ИВН-РМС-23-П1,"г. Саранск, ул. Московская, 14",Поворотная камера,,,,,54.17765764423520,45.18650201175900,0,15000
?,ivn,camera-static,,23,rm,1,,ИВН-РМС-23-С5,"г. Саранск, ул. Московская, 14",Стационарная камера,,,,,54.17751445993960,45.18635985468120,0,15000
?,ivn,camera-static,,25,rm,2,,ИВН-РМС-25-С1,"г. Саранск, ул. Рабочая, 13",Стационарная камера,,,,,54.1820583518816,45.19299027536550,0,15000
?,ivn,camera-static,,25,rm,2,,ИВН-РМС-25-С2,"г. Саранск, ул. Рабочая, 13",Стационарная камера,,,,,54.18198912737550,45.19297954652950,0,15000
?,ivn,camera-static,,26,rm,2,,ИВН-РМС-26-С2,"г. Саранск, ул. Коммунистическая, 89",Стационарная камера,,,,,54.18563898777130,45.1672678909126,0,15000
?,ivn,camera-static,,26,rm,2,,ИВН-РМС-26-С3,"г. Саранск, ул. Коммунистическая, 89",Стационарная камера,,,,,54.18556347669250,45.16724911544950,0,15000
?,ivn,camera-static,,26,rm,2,,ИВН-РМС-26-С4,"г. Саранск, ул. Коммунистическая, 89",Стационарная камера,,,,,54.18542346620800,45.16724106882240,0,15000
?,ivn,camera-dynamic,,26,rm,2,,ИВН-РМС-26-П1,"г. Саранск, ул. Коммунистическая, 89",Поворотная камера,,,,,54.18538413733460,45.16731080625680,0,15000
?,ivn,camera-static,,26,rm,2,,ИВН-РМС-26-С1,"г. Саранск, ул. Коммунистическая, 89",Стационарная камера,,,,,54.18575540040280,45.16744223449860,0,15000
?,ivn,camera-dynamic,,26,rm,2,,ИВН-РМС-26-П2,"г. Саранск, ул. Коммунистическая, 89",Поворотная камера,,,,,54.18543762458930,45.16824689720300,0,15000
?,ivn,camera-static,,26,rm,2,,ИВН-РМС-26-С5,"г. Саранск, ул. Коммунистическая, 89",Стационарная камера,,,,,54.18546279503990,45.16832199905550,0,15000
?,ivn,camera-static,,26,rm,2,,ИВН-РМС-26-С6,"г. Саранск, ул. Коммунистическая, 89",Стационарная камера,,,,,54.1856625849457,45.16830858801040,0,15000
?,ivn,camera-static,,27,rm,1,,ИВН-РМС-27-С3,"г. Саранск, ул. Коммунистическая, 50",Стационарная камера,,,,,54.18396512630320,45.18131730173220,0,15000
?,ivn,camera-dynamic,,27,rm,1,,ИВН-РМС-27-П1,"г. Саранск, ул. Коммунистическая, 50",Поворотная камера,,,,,54.18403592068920,45.18134680603140,0,15000
?,ivn,camera-static,,27,rm,1,,ИВН-РМС-27-С2,"г. Саранск, ул. Коммунистическая, 50",Стационарная камера,,,,,54.18412087378760,45.18081841085540,0,15000
?,ivn,camera-static,,27,rm,1,,ИВН-РМС-27-С1,"г. Саранск, ул. Коммунистическая, 50",Стационарная камера,,,,,54.18412402019140,45.1805314144908,0,15000
?,ivn,camera-dynamic,,84_28_45,rm,2,,ИВН-РМС-28-П1,"г. Саранск, ул. Льва Толстого, 8",Поворотная камера,,,,,54.18240761868160,45.18491146181150,0,15000
?,ivn,camera-static,,84_28_45,rm,2,,ИВН-РМС-28-С1,"г. Саранск, ул. Льва Толстого, 8",Стационарная камера,,,,,54.18194664829220,45.18487659309430,0,15000
?,ivn,camera-static,,52_28,rm,2,,ИВН-РМС-28-С2,"г. Саранск, ул. Льва Толстого, 2",Стационарная камера,,,,,54.18187742344570,45.1848739108849,0,15000
?,ivn,camera-static,,29,rm,1,,ИВН-РМС-29-С1,"г. Саранск, ул. Коммунистическая, 52",Стационарная камера,,,,,54.18416492312550,45.17965701435130,0,15000
?,ivn,camera-dynamic,,29,rm,1,,ИВН-РМС-29-П1,"г. Саранск, ул. Коммунистическая, 52",Поворотная камера,,,,,54.18420897276610,45.17957923028990,0,15000
?,ivn,camera-static,,29,rm,1,,ИВН-РМС-29-С2,"г. Саранск, ул. Коммунистическая, 52",Стационарная камера,,,,,54.18423729036330,45.17881480072060,0,15000
?,ivn,camera-static,,29,rm,1,,ИВН-РМС-29-С3,"г. Саранск, ул. Коммунистическая, 52",Стационарная камера,,,,,54.18425616874930,45.17842856262250,0,15000
?,ivn,camera-dynamic,,30,rm,1,,ИВН-РМС-30-П1,"г. Саранск, ул. Коммунистическая, 33а",Поворотная камера,,,,,54.18483195542400,45.18716988180190,0,15000
?,ivn,camera-static,,30,rm,1,,ИВН-РМС-30-С1,"г. Саранск, ул. Коммунистическая, 33а",Стационарная камера,,,,,54.1848429676601,45.18729326341650,0,15000
?,ivn,camera-static,,30,rm,1,,ИВН-РМС-30-С2,"г. Саранск, ул. Коммунистическая, 33а",Стационарная камера,,,,,54.18500185816730,45.18732276771570,0,15000
?,ivn,camera-static,,30,rm,1,,ИВН-РМС-30-С3,"г. Саранск, ул. Коммунистическая, 33а",Стационарная камера,,,,,54.1850742239336,45.18729862783460,0,15000
?,ivn,camera-static,,31,rm,2,,ИВН-РМС-31-С1,"г. Саранск, ул. Ст.Разина, 33",Стационарная камера,,,,,54.189540204198,45.16735372159980,0,15000
?,ivn,camera-static,,31,rm,2,,ИВН-РМС-31-С1,"г. Саранск, ул. Ст.Разина, 33",Стационарная камера,,,,,54.18945840827790,45.16734031055470,0,15000
?,ivn,camera-static,,33,rm,2,,ИВН-РМС-33-С1,"г. Саранск, ул. Коммунистическая, 16",Стационарная камера,,,,,54.18395254011890,45.18816498134630,0,15000
?,ivn,camera-dynamic,,33,rm,2,,ИВН-РМС-33-П1,"г. Саранск, ул. Коммунистическая, 16",Поворотная камера,,,,,54.18398400431110,45.18824544761670,0,15000
?,ivn,camera-static,,33,rm,2,,ИВН-РМС-33-С2,"г. Саранск, ул. Коммунистическая, 16",Стационарная камера,,,,,54.18394624726870,45.18828836296100,0,15000
?,ivn,camera-static,,33,rm,2,,ИВН-РМС-33-С3,"г. Саранск, ул. Коммунистическая, 16",Стационарная камера,,,,,54.18393051515920,45.18860218141570,0,15000
?,ivn,camera-static,,33,rm,2,,ИВН-РМС-33-С4,"г. Саранск, ул. Коммунистическая, 16",Стационарная камера,,,,,54.18390377055920,45.1886692366411,0,15000
?,ivn,camera-static,,33,rm,2,,ИВН-РМС-33-С5,"г. Саранск, ул. Коммунистическая, 16",Стационарная камера,,,,,54.1839336615816,45.18875506732960,0,15000
?,ivn,camera-dynamic,,33,rm,2,,ИВН-РМС-33-П2,"г. Саранск, ул. Коммунистическая, 16",Поворотная камера,,,,,54.18397456505070,45.1886692366411,0,15000
?,ivn,camera-static,,34,rm,2,,ИВН-РМС-34-С1,"г. Саранск, пр. Ленина, 1",Стационарная камера,,,,,54.18239188578260,45.18763658617040,0,15000
?,ivn,camera-static,,34,rm,2,,ИВН-РМС-34-С3,"г. Саранск, пр. Ленина, 1",Стационарная камера,,,,,54.18196080752350,45.18761512849830,0,15000
?,ivn,camera-dynamic,,34,rm,2,,ИВН-РМС-34-П1,"г. Саранск, пр. Ленина, 1",Поворотная камера,,,,,54.18188528970020,45.18761512849830,0,15000
?,ivn,camera-static,,34,rm,2,,ИВН-РМС-34-С2,"г. Саранск, пр. Ленина, 1",Стационарная камера,,,,,54.18159580341520,45.18760976408010,0,15000
?,ivn,camera-static,,35_36,rm,1,,ИВН-РМС-35-С2,"г. Саранск, пр. Ленина, 13",Стационарная камера,,,,,54.18606036483110,45.18783181168960,0,15000
?,ivn,camera-static,,35_36,rm,1,,ИВН-РМС-35-С1,"г. Саранск, пр. Ленина, 13",Стационарная камера,,,,,54.18588102743700,45.18781571843590,0,15000
?,ivn,camera-static,,35_36,rm,1,,ИВН-РМС-35-С3,"г. Саранск, пр. Ленина, 13",Стационарная камера,,,,,54.1865291551597,45.18789350249730,0,15000
?,ivn,camera-static,,35_36,rm,1,,ИВН-РМС-36-С1,"г. Саранск, пр. Ленина, 13",Стационарная камера,,,,,54.18655747122090,45.18802224853070,0,15000
?,ivn,camera-dynamic,,35_36,rm,1,,ИВН-РМС-36-П1,"г. Саранск, пр. Ленина, 13",Поворотная камера,,,,,54.18660781073300,45.18802761294870,0,15000
?,ivn,camera-static,,35_36,rm,1,,ИВН-РМС-36-С2,"г. Саранск, пр. Ленина, 13",Стационарная камера,,,,,54.18658578719820,45.18809735038310,0,15000
?,ivn,camera-static,,37,rm,3,,ИВН-РМС-37-С1,"г. Саранск, пр. Ленина, 31",Стационарная камера,,,,,54.19113339618140,45.18857478358760,0,15000
?,ivn,camera-static,,37,rm,3,,ИВН-РМС-37-С2,"г. Саранск, пр. Ленина, 31",Стационарная камера,,,,,54.19118687596800,45.18878667809980,0,15000
?,ivn,camera-dynamic,,37,rm,3,,ИВН-РМС-37-П1,"г. Саранск, пр. Ленина, 31",Поворотная камера,,,,,54.19117901129780,45.18888055541530,0,15000
?,ivn,camera-static,,37,rm,3,,ИВН-РМС-37-С3,"г. Саранск, пр. Ленина, 27а",Стационарная камера,,,,,54.19180975306800,45.1889851615669,0,15000
?,ivn,camera-dynamic,,38,rm,2,,ИВН-РМС-38-П1,"г. Саранск, пр. Ленина, 30а",Поворотная камера,,,,,54.19183649244560,45.1879498288867,0,15000
?,ivn,camera-static,,38,rm,2,,ИВН-РМС-38-С1,"г. Саранск, пр. Ленина, 30а",Стационарная камера,,,,,54.19197648104360,45.18801688411190,0,15000
?,ivn,camera-static,,38,rm,2,,ИВН-РМС-38-С2,"г. Саранск, пр. Ленина, 30а",Стационарная камера,,,,,54.19203782430640,45.18801688411210,0,15000
?,ivn,camera-static,,38,rm,2,,ИВН-РМС-38-С3,"г. Саранск, пр. Ленина, 30а",Стационарная камера,,,,,54.19216837490690,45.18758773066970,0,15000
?,ivn,camera-static,,38,rm,2,,ИВН-РМС-38-С4,"г. Саранск, пр. Ленина, 30а",Стационарная камера,,,,,54.19205512620950,45.18750994660820,0,15000
?,ivn,camera-static,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-С7,"г. Саранск, ул. Вокзальная, 7",Стационарная камера,,,,,54.19548705222430,45.19050865628670,0,30000
?,ivn,camera-static,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-С5,"г. Саранск, ул. Вокзальная, 7",Стационарная камера,,,,,54.19552008022080,45.19094049193740,0,30000
?,ivn,camera-static,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-С6,"г. Саранск, ул. Вокзальная, 7",Стационарная камера,,,,,54.19543986910050,45.19081174590510,0,30000
?,ivn,camera-dynamic,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-П3,"г. Саранск, ул. Вокзальная, 7",Поворотная камера,,,,,54.19545874246100,45.19090562322090,0,30000
?,ivn,camera-dynamic,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-П1,"г. Саранск, ул. Вокзальная, 7",Поворотная камера,,,,,54.19589754282680,45.19052206733070,0,30000
?,ivn,camera-dynamic,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-П2,"г. Саранск, ул. Вокзальная, 7",Поворотная камера,,,,,54.19625455666800,45.19095658519220,0,30000
?,ivn,camera-static,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-С1,"г. Саранск, ул. Вокзальная, 7",Стационарная камера,,,,,54.19623411102480,45.19052474954080,0,30000
?,ivn,camera-static,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-С3,"г. Саранск, ул. Вокзальная, 7",Стационарная камера,,,,,54.1962923021876,45.19087611892110,0,30000
?,ivn,camera-static,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-С4,"г. Саранск, ул. Вокзальная, 7",Стационарная камера,,,,,54.19619007396800,45.19097804286320,0,30000
?,ivn,camera-static,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-С8,"г. Саранск, ул. Вокзальная, 7",Стационарная камера,,,,,54.19530303784350,45.19098072507330,0,30000
?,ivn,camera-static,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-С9,"г. Саранск, ул. Вокзальная, 7",Стационарная камера,,,,,54.19523069005990,45.19098072507330,0,30000
?,ivn,camera-static,,39_2БИО_2БИО-2,rm,3,да,ИВН-РМС-39-С2,"г. Саранск, ул. Вокзальная, 7",Стационарная камера,,,,,54.19617434681,45.19054620721290,0,30000
?,ivn,camera-static,,40,rm,1,,ИВН-РМС-40-С2,"г. Саранск, ул. Лесная, 2а",Стационарная камера,,,,,54.19125293894770,45.14855086066660,0,15000
?,ivn,camera-static,,40,rm,1,,ИВН-РМС-40-С1,"г. Саранск, ул. Лесная, 2а",Стационарная камера,,,,,54.19131271029560,45.14834701278150,0,15000
?,ivn,camera-static,,41,rm,1,,ИВН-РМС-41-С1,"г. Саранск, пр. Ленина, 12",Стационарная камера,,,,,54.18661926708870,45.18666274781850,0,15000
?,ivn,camera-static,,41,rm,1,,ИВН-РМС-41-С2,"г. Саранск, пр. Ленина, 12",Стационарная камера,,,,,54.18662241330140,45.18734671111730,0,15000
?,ivn,camera-static,,41,rm,1,,ИВН-РМС-41-С3,"г. Саранск, пр. Ленина, 12",Стационарная камера,,,,,54.18659409733730,45.18743522401480,0,15000
?,ivn,camera-static,,41,rm,1,,ИВН-РМС-41-С4,"г. Саранск, пр. Ленина, 12",Стационарная камера,,,,,54.18654690402700,45.18749959703110,0,15000
?,ivn,camera-static,,41,rm,1,,ИВН-РМС-41-С5,"г. Саранск, пр. Ленина, 12",Стационарная камера,,,,,54.1859790069338,45.18746472831380,0,15000
?,ivn,camera-static,,41,rm,1,,ИВН-РМС-41-С6,"г. Саранск, пр. Ленина, 12",Стационарная камера,,,,,54.1859160815636,45.18742985959660,0,15000
?,ivn,camera-static,,42,rm,2,,ИВН-РМС-42-С1,"г. Саранск, пр. 60 лет Октября, 137",Стационарная камера,,,,,54.22310391843930,45.11709965701690,0,15000
?,ivn,camera-static,,42,rm,2,,ИВН-РМС-42-С2,"г. Саранск, пр. 60 лет Октября, 137",Стационарная камера,,,,,54.22307248411970,45.11719085212340,0,15000
?,ivn,camera-static,,43_85,rm,1,,ИВН-РМС-43-С1,"г. Саранск, ул. Полежаева, 57",Стационарная камера,,,,,54.19012557532520,45.18277354474510,0,15000
