id,node_id,object_type,contractor,name,mount_date,verification_begin_date,verification_end_date,model,vendor,address,description,road_type,power_supply_provider,power_supply_type,is_work,is_online,is_pautina,tower,signs,is_mounted,priority_level,direction,latitude,longitude,info,node_distance,cost
FVF-V001,?,fvf,ООО Аэль РТС,RM019,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, ФАД М5 ""Урал"", 438км+200м (пгт.Зубова Поляна)",,,,,TRUE,,,,,,,,54.073611,42.811667,,?,?
FVF-V052,?,fvf,ООО Аэль РТС,RM020,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Косарева и ул.Т.Бибиной",,,,,TRUE,,,,,,,,54.20119200000000,45.249955,,?,?
FVF-V033,?,fvf,ООО Аэль РТС,RM021,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Полежаева и ул.Чапаева",,,,,TRUE,,,,,,,,54.192713,45.150243,,?,?
FVF-V037,?,fvf,ООО Аэль РТС,RM022,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д г.Саранск-п.Ромоданово-с.Ичалки-с.Б.Игнатово, 59км+100м (с.Рождественно)",,,,,TRUE,,,,,,,,54.675872,45.29509200000000,,?,?
FVF-V059,?,fvf,ООО Аэль РТС,RM023,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д г.Саранск-п.Ромоданово-с.Ичалки-с.Б.Игнатово, 42км+800м",,,,,TRUE,,,,,,,,54.538058,45.361667,,?,?
FVF-V012,?,fvf,ООО Аэль РТС,RM024,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. Лямбирское шоссе и ул.Строительная",,,,,TRUE,,,,,,,,54.205062,45.138908,,?,?
FVF-V002,?,fvf,ООО Аэль РТС,RM025,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р178(г.Саранск-с.Сурское-г.Ульяновск), 13км+550м (с.Аксеново)",,,,,TRUE,,,,,,,,54.252167,45.332203,,?,?
FVF-V017,?,fvf,ООО Аэль РТС,RM026,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Осипенко и ул.Б.Академическая",,,,,TRUE,,,,,,,,54.15689500000000,45.16416700000000,,?,?
FVF-V038,?,fvf,ООО Аэль РТС,RM027,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д г.Саранск-п.Ромоданово-с.Ичалки-с.Б.Игнатово, 18км+50м",,,,,TRUE,,,,,,,,54.332778,45.246944,,?,?
FVF-V031,?,fvf,ООО Аэль РТС,RM029,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р178(г.Саранск-с.Сурское-г.Ульяновск), 82км+800м",,,,,TRUE,,,,,,,,54.423527,46.299732,,?,?
FVF-V040,?,fvf,ООО Аэль РТС,RM030,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д г.Рузаевка-г.Ковылкино-п.Торбеево, 39км+100м (с.Латышовка)",,,,,TRUE,,,,,,,,53.95426700000000,44.411533,,?,?
FVF-V042,?,fvf,ООО Аэль РТС,RM031,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д г.Рузаевка-г.Ковылкино-п.Торбеево, 17км+500м",,,,,TRUE,,,,,,,,53.998076,44.721189,,?,?
FVF-V053,?,fvf,ООО Аэль РТС,RM032,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р180(Подъезд к г.Саранск от ФАД М5 ""Урал""), 70км+250м",,,,,TRUE,,,,,,,,54.335931,44.199644,,?,?
FVF-V054,?,fvf,ООО Аэль РТС,RM033,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р158(г.Н.Новгород-г.Саратов), 276км+300м",,,,,TRUE,,,,,,,,54.25833300000000,45.132778,,?,?
FVF-V039,?,fvf,ООО Аэль РТС,RM034,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д г.Саранск-п.Ромоданово-с.Ичалки-с.Б.Игнатово, 21км+700м",,,,,TRUE,,,,,,,,54.33255200000000,45.246565,,?,?
FVF-V007,?,fvf,ООО Аэль РТС,RM035,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р178(г.Саранск-с.Сурское-г.Ульяновск), 40км",,,,,TRUE,,,,,,,,54.36138900000000,45.673056,,?,?
FVF-V013,?,fvf,ООО Аэль РТС,RM036,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р180(Подъезд к г.Саранск от ФАД М5 ""Урал""), 78км+450м",,,,,TRUE,,,,,,,,54.356453,44.076453,,?,?
FVF-V041,?,fvf,ООО Аэль РТС,RM037,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д г.Саранск-г.Рузаевка, 13км+550м",,,,,TRUE,,,,,,,,54.08989,45.099831,,?,?
FVF-V009,?,fvf,ООО Аэль РТС,RM038,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, ул.Волгоградская, д.51",,,,,TRUE,,,,,,,,54.18491300000000,45.208008,,?,?
FVF-V045,?,fvf,ООО Аэль РТС,RM039,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Московская и ул.Республиканская
Строим самостоятельно",,,,,TRUE,,,,,,,,54.172183,45.18741900000000,,?,?
FVF-V057,?,fvf,ООО Аэль РТС,RM040,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. пр.50 лет Октября и ул.Серадзская",,,,,TRUE,,,,,,,,54.174964,45.138342,,?,?
FVF-V014,?,fvf,ООО Аэль РТС,RM041,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Васенко и ул.Пролетарская
Строим самостоятельно",,,,,TRUE,,,,,,,,54.194774,45.178171,,?,?
FVF-V032,?,fvf,ООО Аэль РТС,RM042,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Гагарина и ул.Ульянова",,,,,TRUE,,,,,,,,54.163454,45.151225,,?,?
FVF-V034,?,fvf,ООО Аэль РТС,RM043,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Коммунистическая и ул.Пролетарская
Строим самостоятельно",,,,,TRUE,,,,,,,,54.184585,45.176882,,?,?
FVF-V003,?,fvf,ООО Аэль РТС,RM044,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Гагарина и пр.50 лет Октября",,,,,TRUE,,,,,,,,54.171111,45.152344,,?,?
FVF-V004,?,fvf,ООО Аэль РТС,RM045,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р178(г.Саранск-с.Сурское-г.Ульяновск), 25км+650м (с.Пятина)",,,,,TRUE,,,,,,,,54.31833300000000,45.47444400000000,,?,?
FVF-V058,?,fvf,ООО Аэль РТС,RM046,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р158(г.Н.Новгород-г.Саратов), 304км+300м",,,,,TRUE,,,,,,,,54.108333,44.880317,,?,?
FVF-V028,?,fvf,ООО Аэль РТС,RM047,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р158(г.Н.Новгород-г.Саратов), 308км+800м",,,,,TRUE,,,,,,,,54.068608,44.878059,,?,?
FVF-V011,?,fvf,ООО Аэль РТС,RM048,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р180(Подъезд к г.Саранск от ФАД М5 ""Урал""), 26км+700м",,,,,TRUE,,,,,,,,54.335617,44.822767,,?,?
FVF-V022,?,fvf,ООО Аэль РТС,RM049,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р180(Подъезд к г.Саранск от ФАД М5 ""Урал""), 129км+550м",,,,,TRUE,,,,,,,,54.337496,43.417438,,?,?
FVF-V035,?,fvf,ООО Аэль РТС,RM050,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Рузаевка, пер. ул.Луначарского и ул.Красноармейская",,,,,TRUE,,,,,,,,54.06849500000000,44.938467,,?,?
FVF-V046,?,fvf,ООО Аэль РТС,RM051,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р180(Подъезд к г.Саранск от ФАД М5 ""Урал""), 96км+700м",,,,,TRUE,,,,,,,,54.401176,43.821584,,?,?
FVF-V027,?,fvf,ООО Аэль РТС,RM052,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Полежаева и ул.Гагарина",,,,,TRUE,,,,,,,,54.19072000000000,45.15945000000000,,?,?
FVF-V050,?,fvf,ООО Аэль РТС,RM053,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Васенко и ул.Большевистская",,,,,TRUE,,,,,,,,54.19454400000000,45.183058,,?,?
FVF-V016,?,fvf,ООО Аэль РТС,RM054,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Лодыгина и ул.Пролетарская",,,,,TRUE,,,,,,,,54.22063700000000,45.180731,,?,?
FVF-V026,?,fvf,ООО Аэль РТС,RM055,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Невского и ул.Новая",,,,,TRUE,,,,,,,,54.169948,45.171955,,?,?
FVF-V047,?,fvf,ООО Аэль РТС,RM056,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Республиканская и ул.Грузинская",,,,,TRUE,,,,,,,,54.172583,45.173976,,?,?
FVF-V020,?,fvf,ООО Аэль РТС,RM057,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. ул.Коммунистическая и ул.Ботевградская",,,,,TRUE,,,,,,,,54.184802,45.171696,,?,?
FVF-V030,?,fvf,ООО Аэль РТС,RM058,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, ул.А.Невского (между ул.Ворошилова и ул.Пожарского)",,,,,TRUE,,,,,,,,54.16959,45.19155300000000,,?,?
FVF-V018,?,fvf,ООО Аэль РТС,RM059,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, ул.Победы, д.16А",,,,,TRUE,,,,,,,,54.20864300000000,45.11316100000000,,?,?
FVF-V015,?,fvf,ООО Аэль РТС,RM060,,,,Вокорд,ЗАО Вокорд Телеком,"Республика Мордовия, г.Саранск, пер. а/д Р180 и Александровское шоссе",,,,,TRUE,,,,,,,,54.24653900000000,45.235738,,?,?
FVF-ST001,?,fvf,ГУП РМ НПЦ ИНТ,S001-102000440219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-158 313+100 км+м,,,,,TRUE,,,,,,,,54.034477683144300,44.90070012228530,,?,?
FVF-ST002,?,fvf,ГУП РМ НПЦ ИНТ,S002-102000510219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-158 313+000 км+м,,,,,TRUE,,,,,,,,54.03534923707320,44.89935901777790,,?,?
FVF-ST003,?,fvf,ГУП РМ НПЦ ИНТ,S003-102000570219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-158 287+200 км+м,,,,,TRUE,,,,,,,,54.228675641620000,45.01806285994110,,?,?
FVF-ST004,?,fvf,ГУП РМ НПЦ ИНТ,S004-102000520219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-178 82+530 км+м,,,,,TRUE,,,,,,,,54.423405323673200,46.296907931733800,,?,?
FVF-ST005,?,fvf,ГУП РМ НПЦ ИНТ,S005-102000610219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-178 82+580 км+м,,,,,TRUE,,,,,,,,54.42360552084480,46.29750874655310,,?,?
FVF-ST006,?,fvf,ГУП РМ НПЦ ИНТ,S006-102000590219,,,,Стрелка-М,СтройИнвестПроект,Подъезд к г. Саранск от М-5 76+680 км+м,,,,,TRUE,,,,,,,,54.43174382740730,43.69637754576310,,?,?
FVF-ST007,?,fvf,ГУП РМ НПЦ ИНТ,S007-102000410219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-158 266+150 км+м,Рубеж не работает,,,,FALSE,,,,,,,,54.33110378789030,45.06211546080250,,?,?
FVF-ST008,?,fvf,ГУП РМ НПЦ ИНТ,S008-102000600219,,,,Стрелка-М,СтройИнвестПроект,Подъезд к г. Саранск от М-5 21+800 км+м,Рубеж не работает,,,,FALSE,,,,,,,,54.08711054397030,43.23524144308730,,?,?
FVF-ST009,?,fvf,ГУП РМ НПЦ ИНТ,S009-102000470219,,,,Стрелка-М,СтройИнвестПроект,Подъезд к г. Саранск от М-5 21+600 км+м,,,,,TRUE,,,,,,,,54.086694237690900,43.23171702044190,,?,?
FVF-ST010,?,fvf,ГУП РМ НПЦ ИНТ,S010-102000460219,,,,Стрелка-М,СтройИнвестПроект,"Подъезд к г. Саранск от М-5, обход г. Краснослободск 80+700 км+м",,,,,TRUE,,,,,,,,54.42693986664830,43.71258345263210,,?,?
FVF-ST011,?,fvf,ГУП РМ НПЦ ИНТ,S011-102000450219,,,,Стрелка-М,СтройИнвестПроект,"Подъезд к г. Саранск от М-5, обход г. Краснослободск 89+500  км+м",,,,,TRUE,,,,,,,,54.39129212210130,43.82715770606030,,?,?
FVF-ST012,?,fvf,ГУП РМ НПЦ ИНТ,S012-102000530219,,,,Стрелка-М,СтройИнвестПроект,"Подъезд к г. Саранск от М-5, обход г. Краснослободск 89+500 км+м",,,,,TRUE,,,,,,,,54.391104288668,43.82714161280620,,?,?
FVF-ST013,?,fvf,ГУП РМ НПЦ ИНТ,S013-102000210219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-178 25+650 км+м,Рубеж не работает,,,,FALSE,,,,,,,,54.318200481844100,45.474565118589900,,?,?
FVF-ST014,?,fvf,ГУП РМ НПЦ ИНТ,S014-102000290219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-178 13+800 км+м,,,,,TRUE,,,,,,,,54.25339720392970,45.334612816611200,,?,?
FVF-ST015,?,fvf,ГУП РМ НПЦ ИНТ,S015-102000230219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-178 12+980 км+м,,,,,TRUE,,,,,,,,54.24901826355050,45.327032893935300,,?,?
FVF-ST016,?,fvf,ГУП РМ НПЦ ИНТ,S016-102000560219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-178 8+600 км+м,,,,,TRUE,,,,,,,,54.21831487634920,45.28584489230300,,?,?
FVF-ST017,?,fvf,ГУП РМ НПЦ ИНТ,S017-102000620219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-178 9+050 км+м,,,,,TRUE,,,,,,,,54.22087384449040,45.29052266482500,,?,?
FVF-ST018,?,fvf,ГУП РМ НПЦ ИНТ,S018-102000550219,,,,Стрелка-М,СтройИнвестПроект,Подъезд к г. Саранск от М-5 194+700 км+м,,,,,TRUE,,,,,,,,54.220572058017300,45.28535136584430,,?,?
FVF-ST019,?,fvf,ГУП РМ НПЦ ИНТ,S019-102000540219,,,,Стрелка-М,СтройИнвестПроект,Подъезд к г. Саранск от М-5 185+400 км+м,,,,,TRUE,,,,,,,,54.2434386787937,45.15295752886940,,?,?
FVF-ST020,?,fvf,ГУП РМ НПЦ ИНТ,S020-102000630219,,,,Стрелка-М,СтройИнвестПроект,Подъезд к г. Саранск от М-5 185+160 км+м,,,,,TRUE,,,,,,,,54.24068630705660,45.150339692870800,,?,?
FVF-ST021,?,fvf,ГУП РМ НПЦ ИНТ,S021-102000580219,,,,Стрелка-М,СтройИнвестПроект,Подъезд к г. Саранск от М-5 185+020 км+м,,,,,TRUE,,,,,,,,54.24298624680450,45.14761456851170,,?,?
FVF-ST022,?,fvf,ГУП РМ НПЦ ИНТ,S022-102000260219,,,,Стрелка-М,СтройИнвестПроект,Автомобильная дорога Р-158 278+060 км+м,,,,,TRUE,,,,,,,,54.24508498652610,45.149653047363,,?,?
FVF-ST023,?,fvf,ГУП РМ НПЦ ИНТ,S023-102000420219,,,,Стрелка-М,СтройИнвестПроект,Подъезд к г. Саранск от М-5 46+220 км+м,,,,,TRUE,,,,,,,,54.288870124879100,43.31424960498030,,?,?
FVF-V005,?,fvf,ООО Аэль РТС,W5078,,,,Вокорд Циклоп,ЗАО Вокорд Телеком,"Республика Мордовия, ФАД М5 ""Урал"", 451км (с.Новые Выселки)",,,,,TRUE,,,,,,,,54.01250900000000,42.95143,,?,?
FVF-V021,?,fvf,ООО Аэль РТС,W5078/1,,,,Вокорд Циклоп,ЗАО Вокорд Телеком,"Республика Мордовия, а/д Р180(Подъезд к г.Саранск от ФАД М5 ""Урал""), 21км+750м",,,,,TRUE,,,,,,,,54.307952,44.878165,,?,?
FVF-R001,?,fvf,ООО Аэль РТС,Робот MultаRadar  593-072/71199,,,,MultаRadar,ООО Трафитек,"Республика Мордовия, г. Саранск, ул. Ульянова ,85",Планируется к замене,,,,FALSE,,,,,,,,54.166259,45.141203,,?,?
